time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
1.953,Upwind,0.777,0.000,0.777,0.000,3.691,3.691,2.677,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.0000,0.5000,1.0000,1.0000
2.132,Upwind,0.938,0.000,0.938,0.000,3.693,3.693,0.761,0.042,0.000,0.366,0.000,0.0000,0.0346,0.0000,0.0000,0.5000,1.0000,1.0000
2.328,Upwind,0.944,0.000,0.944,0.000,3.707,3.707,0.025,0.040,0.000,0.316,0.000,0.0000,0.0579,0.0000,0.0000,0.5000,1.0000,1.0000
2.539,Upwind,0.941,0.000,0.941,0.000,3.695,3.695,0.075,-0.126,0.000,0.455,0.000,0.0000,0.0721,0.0000,0.0000,0.5000,1.0000,1.0000
2.728,Upwind,0.941,0.000,0.941,0.000,3.679,3.679,0.013,-0.011,0.000,0.492,0.000,0.0000,0.0664,0.0000,0.0083,0.5000,1.0000,0.0000
2.932,Upwind,0.942,0.000,0.942,0.000,3.685,3.685,0.027,0.045,0.000,0.454,0.000,0.0000,0.0603,0.0000,0.1105,0.5000,1.0000,0.0000
3.129,Upwind,0.942,0.000,0.942,0.000,3.692,3.692,0.011,0.018,0.000,0.438,0.000,0.0000,0.0619,0.0000,0.2091,0.5000,1.0000,0.0000
3.328,Upwind,0.942,0.000,0.942,0.000,3.692,3.692,0.005,-0.008,0.000,0.446,0.000,0.0000,0.0633,0.0000,0.3085,0.5000,1.0000,0.0000
3.532,Upwind,0.941,0.000,0.941,0.000,3.690,3.690,0.003,-0.005,0.000,0.452,0.000,0.0000,0.0633,0.0000,0.4102,0.5000,1.0000,0.0000
3.727,Upwind,0.942,0.000,0.942,0.000,3.690,3.690,0.005,0.003,0.000,0.450,0.000,0.0000,0.0628,0.0000,0.5082,0.5000,1.0000,0.0000
3.939,Upwind,0.943,0.000,0.943,0.000,3.691,3.691,0.020,0.002,0.000,0.448,0.000,0.0000,0.0627,0.0000,0.6138,0.5000,1.0000,0.0000
4.141,Upwind,0.946,0.000,0.946,0.000,3.691,3.691,0.043,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.7149,0.5000,1.0000,0.0000
4.324,Upwind,0.952,0.000,0.952,0.000,3.691,3.691,0.076,-0.001,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.8064,0.5000,1.0000,0.0000
4.527,Upwind,0.963,0.000,0.963,0.000,3.691,3.691,0.124,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.9079,0.5000,1.0000,0.0000
4.726,Upwind,0.979,0.000,0.979,0.000,3.691,3.691,0.190,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
4.930,Upwind,1.006,0.000,1.006,0.000,3.691,3.691,0.283,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
5.124,Upwind,1.038,0.000,1.038,0.000,3.691,3.691,0.383,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
5.331,Upwind,1.090,0.000,1.090,0.000,3.691,3.691,0.531,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.525,Upwind,1.149,0.000,1.149,0.000,3.691,3.691,0.686,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.732,Upwind,1.239,0.000,1.239,0.000,3.691,3.691,0.910,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
