time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
0.000,Upwind,0.819,0.000,0.000,0.000,3.690,3.690,0.000,0.000,0.000,0.450,0.000,0.0000,0.0020,0.0000,0.1320,0.5000,1.0000,1.0000
0.196,Upwind,0.819,0.000,0.000,0.000,3.690,3.690,0.000,0.000,0.000,0.450,0.000,0.0000,0.0313,0.0000,0.0342,0.5000,1.0000,1.0000
0.389,Upwind,0.819,0.000,0.000,0.000,3.690,3.690,0.000,0.000,0.000,0.450,0.000,0.0000,0.0604,0.0000,0.0000,0.5000,1.0000,1.0000
0.589,Upwind,0.819,0.000,0.000,0.000,3.690,3.690,0.000,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.0000,0.5000,1.0000,1.0000
0.794,Upwind,0.819,0.000,0.000,0.000,3.690,3.690,0.000,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.0216,0.5000,1.0000,0.0000
0.996,Upwind,0.819,0.000,0.000,0.000,3.690,3.690,0.000,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.1224,0.5000,1.0000,0.0000
1.190,Upwind,0.819,0.000,0.000,0.000,3.690,3.690,0.000,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.2196,0.5000,1.0000,0.0000
1.389,Upwind,0.819,0.000,0.000,0.000,3.690,3.690,0.000,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.3191,0.5000,1.0000,0.0000
1.590,Upwind,0.819,0.000,0.000,0.000,3.690,3.690,0.000,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.4195,0.5000,1.0000,0.0000
1.792,Upwind,0.819,0.000,0.000,0.000,3.690,3.690,0.000,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.5206,0.5000,1.0000,0.0000
1.995,Upwind,0.819,0.000,0.000,0.000,3.690,3.690,0.000,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.6219,0.5000,1.0000,0.0000
2.193,Upwind,0.819,0.000,0.000,0.000,3.690,3.690,0.002,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.7209,0.5000,1.0000,0.0000
2.400,Upwind,0.819,0.000,0.001,0.000,3.690,3.690,0.011,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.8246,0.5000,1.0000,0.0000
2.599,Upwind,0.821,0.000,0.003,0.000,3.690,3.690,0.028,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.9239,0.5000,1.0000,0.0000
2.792,Upwind,0.825,0.000,0.007,0.000,3.690,3.690,0.056,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.002,Upwind,0.834,0.000,0.015,0.000,3.690,3.690,0.097,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.197,Upwind,0.847,0.000,0.029,0.000,3.690,3.690,0.153,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
