time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
1.961,Upwind,0.777,0.000,0.777,0.000,3.691,3.691,2.693,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.0086,0.5000,1.0000,0.0000
2.149,Upwind,1.039,0.000,1.039,0.000,3.691,3.691,2.828,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.1026,0.5000,1.0000,0.0000
2.347,Upwind,1.335,0.000,1.335,0.000,3.691,3.691,2.903,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.2015,0.5000,1.0000,0.0000
2.548,Upwind,1.636,0.000,1.636,0.000,3.691,3.691,2.947,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.3023,0.5000,1.0000,0.0000
2.755,Upwind,1.969,0.000,1.969,0.000,3.691,3.691,3.006,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.4055,0.5000,1.0000,0.0000
2.952,Upwind,2.256,0.000,2.256,0.000,3.691,3.691,3.083,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.5040,0.5000,1.0000,0.0000
3.161,Upwind,2.607,0.000,2.607,0.000,3.691,3.691,3.191,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.6085,0.5000,1.0000,0.0000
3.356,Upwind,2.942,0.000,2.942,0.000,3.691,3.691,3.317,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.7062,0.5000,1.0000,0.0000
3.547,Upwind,3.263,0.000,3.263,0.000,3.691,3.691,3.460,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.8015,0.5000,1.0000,0.0000
3.751,Upwind,3.630,0.000,3.630,0.000,3.691,3.691,3.650,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.9035,0.5000,1.0000,0.0000
3.956,Upwind,4.053,0.000,4.053,0.000,3.691,3.691,3.901,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
4.149,Upwind,4.435,0.000,4.435,0.000,3.691,3.691,4.158,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
4.344,Upwind,4.882,0.000,4.882,0.000,3.691,3.691,4.490,0.000,0.000,0.450,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
4.554,Upwind,5.409,0.000,5.409,0.000,3.691,3.691,4.920,0.000,0.000,0.451,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
4.745,Upwind,5.897,0.000,5.897,0.000,3.691,3.691,5.348,0.000,0.000,0.451,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
4.954,Upwind,6.530,0.000,6.530,0.000,3.691,3.691,5.940,0.000,0.000,0.451,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
5.148,Upwind,7.122,0.000,7.122,0.000,3.691,3.691,6.520,0.000,0.000,0.452,0.000,0.0000,0.0633,0.0000,1.0000,0.5000,1.0000,0.0000
5.354,Upwind,7.898,0.000,7.898,0.000,3.691,3.691,7.308,0.000,0.000,0.452,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
5.558,Upwind,8.699,0.000,8.699,0.000,3.691,3.691,8.142,0.000,0.000,0.453,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
5.749,Upwind,9.515,0.000,9.515,0.000,3.691,3.691,9.002,0.000,0.000,0.453,0.000,0.0000,0.0635,0.0000,1.0000,0.5000,1.0000,0.0000
5.946,Upwind,10.503,0.000,10.503,0.000,3.691,3.691,10.051,0.001,0.000,0.454,0.000,0.0000,0.0636,0.0000,1.0000,0.5000,1.0000,0.0000
6.158,Upwind,11.704,0.000,11.704,0.000,3.691,3.691,11.324,0.001,0.000,0.454,0.000,0.0000,0.0636,0.0000,1.0000,0.5000,1.0000,0.0000
