time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
0.178,Upwind,0.150,0.000,0.051,0.000,3.691,3.691,1.499,0.000,0.000,0.454,0.000,0.0000,0.0634,0.0000,0.0133,0.5000,1.0000,0.0000
0.363,Upwind,0.331,0.000,0.231,0.000,3.691,3.691,2.122,0.000,0.000,0.452,0.000,0.0000,0.0630,0.0000,0.1062,0.5000,1.0000,0.0000
0.552,Upwind,0.552,0.000,0.453,0.000,3.691,3.691,2.486,0.001,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.2007,0.5000,1.0000,0.0000
0.761,Upwind,0.847,0.000,0.748,0.000,3.691,3.691,2.724,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.3052,0.5000,1.0000,0.0000
0.973,Upwind,1.137,0.000,1.038,0.000,3.691,3.691,2.865,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.4113,0.5000,1.0000,0.0000
1.154,Upwind,1.416,0.000,1.317,0.000,3.691,3.691,3.020,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.5016,0.5000,1.0000,0.0000
1.355,Upwind,1.738,0.000,1.639,0.000,3.691,3.691,3.211,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.6019,0.5000,1.0000,0.0000
1.566,Upwind,2.112,0.000,2.013,0.000,3.691,3.691,3.464,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.7075,0.5000,1.0000,0.0000
1.764,Upwind,2.485,0.000,2.386,0.000,3.691,3.691,3.747,0.000,0.000,0.450,0.000,0.0000,0.0631,0.0000,0.8064,0.5000,1.0000,0.0000
1.968,Upwind,2.890,0.000,2.791,0.000,3.691,3.691,4.086,0.000,0.000,0.450,0.000,0.0000,0.0631,0.0000,0.9086,0.5000,1.0000,0.0000
2.156,Upwind,3.296,0.000,3.196,0.000,3.691,3.691,4.452,0.000,0.000,0.451,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
2.366,Upwind,3.824,0.000,3.725,0.000,3.691,3.691,4.960,0.000,0.000,0.451,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
2.565,Upwind,4.366,0.000,4.267,0.000,3.691,3.691,5.512,0.000,0.000,0.452,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
2.758,Upwind,4.918,0.000,4.819,0.000,3.691,3.691,6.095,0.000,0.000,0.452,0.000,0.0000,0.0633,0.0000,1.0000,0.5000,1.0000,0.0000
2.969,Upwind,5.648,0.000,5.548,0.000,3.691,3.691,6.821,0.000,0.000,0.452,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
3.170,Upwind,6.405,0.000,6.306,0.000,3.691,3.691,7.723,0.000,0.000,0.453,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
3.351,Upwind,7.181,0.000,7.082,0.000,3.691,3.691,8.587,0.000,0.000,0.453,0.000,0.0000,0.0635,0.0000,1.0000,0.5000,1.0000,0.0000
3.555,Upwind,8.127,0.000,8.028,0.000,3.691,3.691,9.639,0.000,0.000,0.454,0.000,0.0000,0.0636,0.0000,1.0000,0.5000,1.0000,0.0000
3.763,Upwind,9.282,0.000,9.183,0.000,3.691,3.691,10.917,0.001,0.000,0.454,0.000,0.0000,0.0636,0.0000,1.0000,0.5000,1.0000,0.0000
