time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
1.786,Upwind,0.489,0.000,0.489,0.000,3.691,3.691,2.373,0.001,0.000,0.450,0.000,0.0000,0.0075,0.0000,0.0000,0.5000,1.0000,1.0000
1.981,Upwind,0.639,0.000,0.639,0.000,3.693,3.693,0.701,0.038,0.000,0.374,0.000,0.0000,0.0355,0.0000,0.0000,0.5000,1.0000,1.0000
2.176,Upwind,0.644,0.000,0.644,0.000,3.706,3.706,0.028,0.043,0.000,0.318,0.000,0.0000,0.0571,0.0000,0.0000,0.5000,1.0000,1.0000
2.376,Upwind,0.642,0.000,0.642,0.000,3.696,3.696,0.071,-0.119,0.000,0.450,0.000,0.0000,0.0712,0.0000,0.0000,0.5000,1.0000,1.0000
2.573,Upwind,0.641,0.000,0.641,0.000,3.680,3.680,0.017,-0.026,0.000,0.489,0.000,0.0000,0.0665,0.0000,0.0106,0.5000,1.0000,0.0000
2.770,Upwind,0.642,0.000,0.642,0.000,3.684,3.684,0.026,0.041,0.000,0.457,0.000,0.0000,0.0607,0.0000,0.1089,0.5000,1.0000,0.0000
2.972,Upwind,0.643,0.000,0.643,0.000,3.691,3.691,0.014,0.021,0.000,0.438,0.000,0.0000,0.0618,0.0000,0.2100,0.5000,1.0000,0.0000
3.174,Upwind,0.644,0.000,0.644,0.000,3.692,3.692,0.012,-0.008,0.000,0.447,0.000,0.0000,0.0633,0.0000,0.3108,0.5000,1.0000,0.0000
3.370,Upwind,0.645,0.000,0.645,0.000,3.690,3.690,0.022,-0.006,0.000,0.451,0.000,0.0000,0.0633,0.0000,0.4091,0.5000,1.0000,0.0000
3.579,Upwind,0.649,0.000,0.649,0.000,3.690,3.690,0.044,0.003,0.000,0.450,0.000,0.0000,0.0628,0.0000,0.5137,0.5000,1.0000,0.0000
3.772,Upwind,0.655,0.000,0.655,0.000,3.691,3.691,0.073,0.002,0.000,0.449,0.000,0.0000,0.0627,0.0000,0.6098,0.5000,1.0000,0.0000
3.972,Upwind,0.666,0.000,0.666,0.000,3.691,3.691,0.118,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.7099,0.5000,1.0000,0.0000
4.171,Upwind,0.680,0.000,0.680,0.000,3.691,3.691,0.179,-0.001,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.8095,0.5000,1.0000,0.0000
4.379,Upwind,0.706,0.000,0.706,0.000,3.691,3.691,0.267,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.9134,0.5000,1.0000,0.0000
4.575,Upwind,0.739,0.000,0.739,0.000,3.691,3.691,0.371,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
4.773,Upwind,0.785,0.000,0.785,0.000,3.691,3.691,0.490,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
4.970,Upwind,0.840,0.000,0.840,0.000,3.691,3.691,0.649,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.179,Upwind,0.926,0.000,0.926,0.000,3.691,3.691,0.863,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.378,Upwind,1.029,0.000,1.029,0.000,3.691,3.691,1.103,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.589,Upwind,1.172,0.000,1.172,0.000,3.691,3.691,1.393,0.000,0.000,0.450,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
5.774,Upwind,1.323,0.000,1.323,0.000,3.691,3.691,1.739,0.000,0.000,0.451,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
5.986,Upwind,1.526,0.000,1.526,0.000,3.691,3.691,2.149,0.000,0.000,0.451,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
6.187,Upwind,1.776,0.000,1.776,0.000,3.691,3.691,2.632,0.000,0.000,0.451,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
6.386,Upwind,2.079,0.000,2.079,0.000,3.691,3.691,3.194,0.000,0.000,0.452,0.000,0.0000,0.0633,0.0000,1.0000,0.5000,1.0000,0.0000
