time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
1.871,Upwind,0.662,0.000,0.662,0.000,3.691,3.691,2.581,0.001,0.000,0.450,0.000,0.0000,0.0035,0.0000,0.0000,0.5000,1.0000,1.0000
2.067,Upwind,0.807,0.000,0.807,0.000,3.693,3.693,0.602,0.046,0.000,0.359,0.000,0.0000,0.0329,0.0000,0.0000,0.5000,1.0000,1.0000
2.261,Upwind,0.810,0.000,0.810,0.000,3.707,3.707,0.037,0.031,0.000,0.324,0.000,0.0000,0.0565,0.0000,0.0000,0.5000,1.0000,1.0000
2.462,Upwind,0.808,0.000,0.808,0.000,3.694,3.694,0.076,-0.123,0.000,0.459,0.000,0.0000,0.0717,0.0000,0.0000,0.5000,1.0000,1.0000
2.650,Upwind,0.807,0.000,0.807,0.000,3.679,3.679,0.010,-0.016,0.000,0.491,0.000,0.0000,0.0666,0.0000,0.0099,0.5000,1.0000,0.0000
2.848,Upwind,0.808,0.000,0.808,0.000,3.685,3.685,0.027,0.044,0.000,0.455,0.000,0.0000,0.0604,0.0000,0.1088,0.5000,1.0000,0.0000
3.053,Upwind,0.808,0.000,0.808,0.000,3.691,3.691,0.011,0.019,0.000,0.438,0.000,0.0000,0.0618,0.0000,0.2113,0.5000,1.0000,0.0000
3.255,Upwind,0.808,0.000,0.808,0.000,3.692,3.692,0.005,-0.009,0.000,0.446,0.000,0.0000,0.0633,0.0000,0.3123,0.5000,1.0000,0.0000
3.453,Upwind,0.808,0.000,0.808,0.000,3.690,3.690,0.004,-0.005,0.000,0.452,0.000,0.0000,0.0633,0.0000,0.4114,0.5000,1.0000,0.0000
3.649,Upwind,0.809,0.000,0.809,0.000,3.690,3.690,0.015,0.003,0.000,0.450,0.000,0.0000,0.0628,0.0000,0.5095,0.5000,1.0000,0.0000
3.860,Upwind,0.812,0.000,0.812,0.000,3.691,3.691,0.039,0.002,0.000,0.448,0.000,0.0000,0.0627,0.0000,0.6148,0.5000,1.0000,0.0000
4.056,Upwind,0.818,0.000,0.818,0.000,3.691,3.691,0.069,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.7127,0.5000,1.0000,0.0000
4.253,Upwind,0.827,0.000,0.827,0.000,3.691,3.691,0.115,-0.001,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.8112,0.5000,1.0000,0.0000
4.462,Upwind,0.844,0.000,0.844,0.000,3.691,3.691,0.184,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.9159,0.5000,1.0000,0.0000
4.654,Upwind,0.866,0.000,0.866,0.000,3.691,3.691,0.260,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
4.864,Upwind,0.902,0.000,0.902,0.000,3.691,3.691,0.374,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
5.057,Upwind,0.948,0.000,0.948,0.000,3.691,3.691,0.508,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
5.265,Upwind,1.010,0.000,1.010,0.000,3.691,3.691,0.673,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.465,Upwind,1.091,0.000,1.091,0.000,3.691,3.691,0.875,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.654,Upwind,1.186,0.000,1.186,0.000,3.691,3.691,1.098,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.848,Upwind,1.315,0.000,1.315,0.000,3.691,3.691,1.388,0.000,0.000,0.450,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
6.059,Upwind,1.494,0.000,1.494,0.000,3.691,3.691,1.766,0.000,0.000,0.451,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
6.253,Upwind,1.681,0.000,1.681,0.000,3.691,3.691,2.145,0.000,0.000,0.451,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
6.463,Upwind,1.953,0.000,1.953,0.000,3.691,3.691,2.671,0.000,0.000,0.451,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
6.652,Upwind,2.234,0.000,2.234,0.000,3.691,3.691,3.191,0.000,0.000,0.452,0.000,0.0000,0.0633,0.0000,1.0000,0.5000,1.0000,0.0000
