time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
0.333,Upwind,0.552,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,-0.0001,0.0000,0.0000,0.5000,1.0000,1.0000
0.418,Upwind,0.645,0.000,0.114,0.000,3.691,3.691,2.068,0.002,0.000,0.446,0.000,0.0000,0.0509,0.0000,0.0000,0.5000,1.0000,1.0000
0.613,Upwind,0.704,0.000,0.173,0.000,3.696,3.696,0.058,0.068,0.000,0.324,0.000,0.0000,0.0451,0.0000,0.0000,0.5000,1.0000,1.0000
0.823,Upwind,0.702,0.000,0.171,0.000,3.705,3.705,0.058,-0.069,0.000,0.393,0.000,0.0000,0.0682,0.0000,0.0000,0.5000,1.0000,1.0000
1.017,Upwind,0.700,0.000,0.169,0.000,3.686,3.686,0.058,-0.094,0.000,0.483,0.000,0.0000,0.0694,0.0000,0.0000,0.5000,1.0000,1.0000
1.228,Upwind,0.700,0.000,0.170,0.000,3.681,3.681,0.022,0.034,0.000,0.473,0.000,0.0000,0.0623,0.0000,0.0630,0.5000,1.0000,0.0000
1.407,Upwind,0.701,0.000,0.170,0.000,3.688,3.688,0.022,0.036,0.000,0.442,0.000,0.0000,0.0605,0.0000,0.1526,0.5000,1.0000,0.0000
1.611,Upwind,0.701,0.000,0.170,0.000,3.692,3.692,0.002,0.003,0.000,0.441,0.000,0.0000,0.0627,0.0000,0.2545,0.5000,1.0000,0.0000
1.803,Upwind,0.701,0.000,0.171,0.000,3.691,3.691,0.008,-0.010,0.000,0.450,0.000,0.0000,0.0634,0.0000,0.3507,0.5000,1.0000,0.0000
2.021,Upwind,0.703,0.000,0.172,0.000,3.690,3.690,0.016,0.001,0.000,0.451,0.000,0.0000,0.0630,0.0000,0.4595,0.5000,1.0000,0.0000
2.207,Upwind,0.705,0.000,0.174,0.000,3.691,3.691,0.034,0.003,0.000,0.449,0.000,0.0000,0.0627,0.0000,0.5529,0.5000,1.0000,0.0000
2.417,Upwind,0.711,0.000,0.180,0.000,3.691,3.691,0.068,0.001,0.000,0.448,0.000,0.0000,0.0628,0.0000,0.6576,0.5000,1.0000,0.0000
2.607,Upwind,0.719,0.000,0.189,0.000,3.691,3.691,0.109,-0.001,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.7525,0.5000,1.0000,0.0000
2.809,Upwind,0.734,0.000,0.203,0.000,3.691,3.691,0.168,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.8534,0.5000,1.0000,0.0000
3.002,Upwind,0.756,0.000,0.225,0.000,3.691,3.691,0.246,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.9501,0.5000,1.0000,0.0000
3.208,Upwind,0.787,0.000,0.256,0.000,3.691,3.691,0.347,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.416,Upwind,0.834,0.000,0.303,0.000,3.691,3.691,0.484,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.607,Upwind,0.888,0.000,0.357,0.000,3.691,3.691,0.629,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
3.807,Upwind,0.964,0.000,0.433,0.000,3.691,3.691,0.821,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
4.017,Upwind,1.071,0.000,0.540,0.000,3.691,3.691,1.076,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
# disengaged
