time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
0.000,Upwind,0.167,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0021,0.0000,0.1433,0.5000,1.0000,1.0000
0.196,Upwind,0.167,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0316,0.0000,0.0452,0.5000,1.0000,1.0000
0.396,Upwind,0.167,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0615,0.0000,0.0000,0.5000,1.0000,1.0000
0.595,Upwind,0.167,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.0000,0.5000,1.0000,1.0000
0.791,Upwind,0.167,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.0176,0.5000,1.0000,0.0000
0.994,Upwind,0.167,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.1191,0.5000,1.0000,0.0000
1.196,Upwind,0.167,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.2200,0.5000,1.0000,0.0000
1.402,Upwind,0.167,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.3228,0.5000,1.0000,0.0000
1.597,Upwind,0.167,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.4207,0.5000,1.0000,0.0000
1.797,Upwind,0.167,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.5207,0.5000,1.0000,0.0000
1.996,Upwind,0.167,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.6200,0.5000,1.0000,0.0000
2.195,Upwind,0.167,0.000,0.000,0.000,3.691,3.691,0.002,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.7195,0.5000,1.0000,0.0000
2.392,Upwind,0.168,0.000,0.001,0.000,3.691,3.691,0.011,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.8182,0.5000,1.0000,0.0000
2.589,Upwind,0.170,0.000,0.003,0.000,3.691,3.691,0.028,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.9165,0.5000,1.0000,0.0000
2.795,Upwind,0.174,0.000,0.007,0.000,3.691,3.691,0.056,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
2.988,Upwind,0.183,0.000,0.015,0.000,3.691,3.691,0.097,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.189,Upwind,0.196,0.000,0.029,0.000,3.691,3.691,0.153,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.386,Upwind,0.216,0.000,0.049,0.000,3.691,3.691,0.227,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.594,Upwind,0.245,0.000,0.077,0.000,3.691,3.691,0.323,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.792,Upwind,0.285,0.000,0.118,0.000,3.691,3.691,0.443,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.990,Upwind,0.339,0.000,0.172,0.000,3.691,3.691,0.593,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
4.187,Upwind,0.411,0.000,0.244,0.000,3.691,3.691,0.777,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
