time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
0.000,Upwind,0.689,0.000,0.000,0.000,3.691,3.691,0.008,0.000,0.000,0.449,0.000,0.0000,0.0020,0.0000,0.1596,0.5000,1.0000,1.0000
0.196,Upwind,0.690,0.000,0.000,0.000,3.691,3.691,0.005,0.000,0.000,0.448,0.000,0.0000,0.0314,0.0000,0.0615,0.5000,1.0000,1.0000
0.396,Upwind,0.689,0.000,0.000,0.000,3.691,3.691,0.003,-0.001,0.000,0.449,0.000,0.0000,0.0614,0.0000,0.0000,0.5000,1.0000,1.0000
0.588,Upwind,0.689,0.000,0.000,0.000,3.691,3.691,0.002,-0.001,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.0000,0.5000,1.0000,1.0000
0.799,Upwind,0.689,0.000,0.000,0.000,3.691,3.691,0.001,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.0206,0.5000,1.0000,0.0000
0.993,Upwind,0.689,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.1178,0.5000,1.0000,0.0000
1.193,Upwind,0.689,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.2177,0.5000,1.0000,0.0000
1.387,Upwind,0.689,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.3148,0.5000,1.0000,0.0000
1.591,Upwind,0.689,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.4164,0.5000,1.0000,0.0000
1.794,Upwind,0.689,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.5180,0.5000,1.0000,0.0000
1.991,Upwind,0.689,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.6167,0.5000,1.0000,0.0000
2.201,Upwind,0.690,0.000,0.000,0.000,3.691,3.691,0.002,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.7218,0.5000,1.0000,0.0000
2.394,Upwind,0.690,0.000,0.001,0.000,3.691,3.691,0.011,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.8182,0.5000,1.0000,0.0000
2.594,Upwind,0.692,0.000,0.003,0.000,3.691,3.691,0.029,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.9183,0.5000,1.0000,0.0000
2.787,Upwind,0.696,0.000,0.007,0.000,3.691,3.691,0.055,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.002,Upwind,0.705,0.000,0.016,0.000,3.691,3.691,0.099,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.190,Upwind,0.717,0.000,0.028,0.000,3.691,3.691,0.150,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.398,Upwind,0.739,0.000,0.050,0.000,3.691,3.691,0.231,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.594,Upwind,0.766,0.000,0.076,0.000,3.691,3.691,0.327,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.798,Upwind,0.809,0.000,0.120,0.000,3.691,3.691,0.449,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.996,Upwind,0.864,0.000,0.175,0.000,3.691,3.691,0.600,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
4.193,Upwind,0.930,0.000,0.241,0.000,3.691,3.691,0.786,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
4.399,Upwind,1.031,0.000,0.341,0.000,3.691,3.691,1.012,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
4.591,Upwind,1.140,0.000,0.450,0.000,3.691,3.691,1.260,0.000,0.000,0.450,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
4.797,Upwind,1.302,0.000,0.613,0.000,3.691,3.691,1.611,0.000,0.000,0.451,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
4.987,Upwind,1.473,0.000,0.784,0.000,3.691,3.691,1.964,0.000,0.000,0.451,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
5.195,Upwind,1.702,0.000,1.013,0.000,3.691,3.691,2.456,0.000,0.000,0.451,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
5.394,Upwind,1.981,0.000,1.292,0.000,3.691,3.691,2.992,0.000,0.000,0.452,0.000,0.0000,0.0633,0.0000,1.0000,0.5000,1.0000,0.0000
5.593,Upwind,2.320,0.000,1.631,0.000,3.691,3.691,3.612,0.000,0.000,0.452,0.000,0.0000,0.0633,0.0000,1.0000,0.5000,1.0000,0.0000
5.798,Upwind,2.765,0.000,2.076,0.000,3.691,3.691,4.327,0.000,0.000,0.452,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
5.990,Upwind,3.214,0.000,2.525,0.000,3.691,3.691,5.070,0.000,0.000,0.453,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
6.188,Upwind,3.790,0.000,3.101,0.000,3.691,3.691,5.985,0.000,0.000,0.453,0.000,0.0000,0.0635,0.0000,1.0000,0.5000,1.0000,0.0000
6.390,Upwind,4.466,0.000,3.777,0.000,3.691,3.691,7.013,0.000,0.000,0.454,0.000,0.0000,0.0636,0.0000,1.0000,0.5000,1.0000,0.0000
6.587,Upwind,5.256,0.000,4.567,0.000,3.691,3.691,8.162,0.001,0.000,0.454,0.000,0.0000,0.0636,0.0000,1.0000,0.5000,1.0000,0.0000
6.790,Upwind,6.171,0.000,5.482,0.000,3.691,3.691,9.426,0.001,0.000,0.455,0.000,0.0000,0.0637,0.0000,1.0000,0.5000,1.0000,0.0000
6.995,Upwind,7.218,0.000,6.529,0.000,3.691,3.691,10.819,0.001,0.000,0.455,0.000,0.0000,0.0636,0.0000,1.0000,0.5000,1.0000,0.0000
7.194,Upwind,8.397,0.000,7.708,0.000,3.692,3.692,12.103,0.001,0.000,0.454,0.000,0.0000,0.0636,0.0000,1.0000,0.5000,1.0000,0.0000
7.397,Upwind,9.824,0.000,9.134,0.000,3.692,3.692,13.386,0.001,0.000,0.454,0.000,0.0000,0.0635,0.0000,1.0000,0.5000,1.0000,0.0000
7.598,Upwind,11.278,0.000,10.589,0.000,3.692,3.692,14.668,0.001,0.000,0.454,0.000,0.0000,0.0635,0.0000,1.0000,0.5000,1.0000,0.0000
7.798,Upwind,12.864,0.000,12.175,0.000,3.692,3.692,15.949,0.001,0.000,0.453,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
7.993,Upwind,14.434,0.000,13.744,0.000,3.693,3.693,17.229,0.002,0.000,0.453,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
8.200,Upwind,16.431,0.000,15.742,0.000,3.693,3.693,18.507,0.002,0.000,0.453,0.000,0.0000,0.0633,0.0000,1.0000,0.5000,1.0000,0.0000
8.395,Upwind,18.242,0.000,17.553,0.000,3.693,3.693,19.785,0.002,0.000,0.452,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
8.599,Upwind,20.525,0.000,19.835,0.000,3.694,3.694,21.061,0.002,0.000,0.452,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
8.799,Upwind,22.768,0.000,22.079,0.000,3.694,3.694,22.336,0.002,0.000,0.451,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
8.999,Upwind,25.143,0.000,24.454,0.000,3.694,3.695,23.610,0.002,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
9.193,Upwind,27.435,0.000,26.745,0.000,3.695,3.695,24.882,0.003,0.000,0.450,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
9.397,Upwind,30.285,0.000,29.596,0.000,3.696,3.696,26.154,0.003,0.000,0.449,0.000,0.0000,0.0628,0.0000,1.0000,0.5000,1.0000,0.0000
9.587,Upwind,32.817,0.000,32.128,0.000,3.696,3.696,27.318,0.003,0.000,0.448,0.000,0.0000,0.0627,0.0000,1.0000,0.5000,1.0000,0.0000
9.788,Upwind,35.704,0.000,35.015,0.000,3.697,3.697,28.587,0.003,0.000,0.447,0.000,0.0000,0.0626,0.0000,1.0000,0.5000,1.0000,0.0000
9.993,Upwind,38.721,0.000,38.032,0.000,3.697,3.697,29.960,0.004,0.000,0.446,0.000,0.0000,0.0624,0.0000,1.0000,0.5000,1.0000,0.0000
10.197,Upwind,42.137,0.000,41.448,0.000,3.698,3.698,31.225,0.004,0.000,0.446,0.000,0.0000,0.0623,0.0000,1.0000,0.5000,1.0000,0.0000
10.390,Upwind,45.147,0.001,44.458,0.001,3.699,3.699,32.385,0.004,0.000,0.445,0.000,0.0000,0.0621,0.0000,1.0000,0.5000,1.0000,0.0000
10.600,Upwind,48.845,0.001,48.156,0.001,3.700,3.700,33.753,0.004,0.000,0.443,0.000,0.0000,0.0620,0.0000,1.0000,0.5000,1.0000,0.0000
10.796,Upwind,52.394,0.001,51.704,0.001,3.701,3.701,35.014,0.004,0.000,0.442,0.000,0.0000,0.0618,0.0000,1.0000,0.5000,1.0000,0.0000
10.991,Upwind,55.760,0.001,55.071,0.001,3.701,3.701,36.169,0.005,0.000,0.441,0.000,0.0000,0.0617,0.0000,1.0000,0.5000,1.0000,0.0000
11.188,Upwind,59.557,0.001,58.868,0.001,3.702,3.702,37.427,0.005,0.000,0.440,0.000,0.0000,0.0615,0.0000,1.0000,0.5000,1.0000,0.0000
11.395,Upwind,63.484,0.001,62.795,0.001,3.703,3.703,38.684,0.005,0.000,0.439,0.000,0.0000,0.0613,0.0000,1.0000,0.5000,1.0000,0.0000
11.589,Upwind,67.540,0.001,66.850,0.001,3.704,3.704,39.939,0.005,0.000,0.437,0.000,0.0000,0.0611,0.0000,1.0000,0.5000,1.0000,0.0000
11.801,Upwind,72.079,0.001,71.390,0.001,3.706,3.706,41.297,0.006,0.000,0.436,0.000,0.0000,0.0609,0.0000,1.0000,0.5000,1.0000,0.0000
12.000,Upwind,76.403,0.001,75.714,0.001,3.707,3.707,42.549,0.006,0.000,0.434,0.000,0.0000,0.0607,0.0000,1.0000,0.5000,1.0000,0.0000
12.188,Upwind,80.480,0.001,79.791,0.001,3.708,3.708,43.694,0.006,0.000,0.433,0.000,0.0000,0.0604,0.0000,1.0000,0.5000,1.0000,0.0000
12.399,Upwind,85.438,0.001,84.748,0.001,3.709,3.709,45.046,0.007,0.000,0.431,0.000,0.0000,0.0602,0.0000,1.0000,0.5000,1.0000,0.0000
12.600,Upwind,90.147,0.002,89.458,0.002,3.711,3.711,46.292,0.007,0.000,0.429,0.000,-0.0001,0.0599,0.0000,1.0000,0.5000,1.0000,0.0000
12.792,Upwind,94.577,0.002,93.888,0.002,3.712,3.712,47.536,0.008,0.000,0.427,0.000,-0.0001,0.0596,0.0000,1.0000,0.5000,1.0000,0.0000
12.999,Upwind,99.951,0.002,99.262,0.002,3.714,3.714,48.778,0.008,0.000,0.425,0.000,-0.0001,0.0593,0.0000,1.0000,0.5000,1.0000,0.0000
13.191,Upwind,104.615,0.002,103.926,0.002,3.715,3.715,50.018,0.009,0.001,0.423,0.000,-0.0001,0.0590,0.0000,1.0000,0.5000,1.0000,0.0000
13.393,Upwind,109.825,0.002,109.136,0.002,3.717,3.717,51.256,0.009,0.001,0.421,0.000,-0.0001,0.0587,0.0000,1.0000,0.5000,1.0000,0.0000
13.590,Upwind,115.163,0.002,114.474,0.002,3.719,3.719,52.388,0.009,0.001,0.419,0.000,-0.0001,0.0584,0.0000,1.0000,0.5000,1.0000,0.0000
