time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
1.848,Upwind,0.596,0.000,0.596,0.000,3.691,3.691,2.511,0.001,0.000,0.450,0.000,0.0000,0.0201,0.0000,0.0000,0.5000,1.0000,1.0000
2.041,Upwind,0.736,0.000,0.736,0.000,3.693,3.693,0.564,0.046,0.000,0.359,0.000,0.0000,0.0339,0.0000,0.0000,0.5000,1.0000,1.0000
2.243,Upwind,0.738,0.000,0.738,0.000,3.707,3.707,0.025,0.030,0.000,0.325,0.000,0.0000,0.0593,0.0000,0.0000,0.5000,1.0000,1.0000
2.437,Upwind,0.736,0.000,0.736,0.000,3.694,3.694,0.073,-0.122,0.000,0.458,0.000,0.0000,0.0715,0.0000,0.0000,0.5000,1.0000,1.0000
2.641,Upwind,0.735,0.000,0.735,0.000,3.679,3.679,0.008,-0.004,0.000,0.488,0.000,0.0000,0.0658,0.0000,0.0213,0.5000,1.0000,0.0000
2.837,Upwind,0.736,0.000,0.736,0.000,3.685,3.685,0.026,0.042,0.000,0.452,0.000,0.0000,0.0603,0.0000,0.1190,0.5000,1.0000,0.0000
3.029,Upwind,0.737,0.000,0.737,0.000,3.691,3.691,0.011,0.019,0.000,0.438,0.000,0.0000,0.0620,0.0000,0.2151,0.5000,1.0000,0.0000
3.239,Upwind,0.737,0.000,0.737,0.000,3.692,3.692,0.006,-0.009,0.000,0.447,0.000,0.0000,0.0633,0.0000,0.3201,0.5000,1.0000,0.0000
3.438,Upwind,0.737,0.000,0.737,0.000,3.690,3.690,0.010,-0.004,0.000,0.452,0.000,0.0000,0.0632,0.0000,0.4196,0.5000,1.0000,0.0000
3.636,Upwind,0.739,0.000,0.739,0.000,3.690,3.690,0.025,0.003,0.000,0.450,0.000,0.0000,0.0628,0.0000,0.5188,0.5000,1.0000,0.0000
3.827,Upwind,0.743,0.000,0.743,0.000,3.691,3.691,0.050,0.002,0.000,0.448,0.000,0.0000,0.0627,0.0000,0.6143,0.5000,1.0000,0.0000
4.025,Upwind,0.750,0.000,0.750,0.000,3.691,3.691,0.088,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.7132,0.5000,1.0000,0.0000
4.231,Upwind,0.763,0.000,0.763,0.000,3.691,3.691,0.141,-0.001,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.8159,0.5000,1.0000,0.0000
4.425,Upwind,0.779,0.000,0.779,0.000,3.691,3.691,0.211,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.9133,0.5000,1.0000,0.0000
4.636,Upwind,0.808,0.000,0.808,0.000,3.691,3.691,0.302,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
4.828,Upwind,0.846,0.000,0.846,0.000,3.691,3.691,0.416,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
5.027,Upwind,0.892,0.000,0.892,0.000,3.691,3.691,0.560,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.229,Upwind,0.965,0.000,0.965,0.000,3.691,3.691,0.736,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.437,Upwind,1.053,0.000,1.053,0.000,3.691,3.691,0.951,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.636,Upwind,1.166,0.000,1.166,0.000,3.691,3.691,1.212,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.831,Upwind,1.309,0.000,1.309,0.000,3.691,3.691,1.524,0.000,0.000,0.450,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
6.032,Upwind,1.488,0.000,1.488,0.000,3.691,3.691,1.896,0.000,0.000,0.451,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
6.232,Upwind,1.709,0.000,1.709,0.000,3.691,3.691,2.335,0.000,0.000,0.451,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
6.424,Upwind,1.954,0.000,1.954,0.000,3.691,3.691,2.849,0.000,0.000,0.451,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
6.628,Upwind,2.278,0.000,2.278,0.000,3.691,3.691,3.447,0.000,0.000,0.452,0.000,0.0000,0.0633,0.0000,1.0000,0.5000,1.0000,0.0000
6.834,Upwind,2.703,0.000,2.703,0.000,3.691,3.691,4.137,0.000,0.000,0.452,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
7.032,Upwind,3.175,0.000,3.175,0.000,3.691,3.691,4.927,0.000,0.000,0.453,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
7.235,Upwind,3.735,0.000,3.735,0.000,3.691,3.691,5.822,0.000,0.000,0.453,0.000,0.0000,0.0635,0.0000,1.0000,0.5000,1.0000,0.0000
7.426,Upwind,4.334,0.000,4.334,0.000,3.691,3.691,6.742,0.000,0.000,0.454,0.000,0.0000,0.0636,0.0000,1.0000,0.5000,1.0000,0.0000
7.634,Upwind,5.163,0.000,5.163,0.000,3.691,3.691,7.959,0.000,0.000,0.454,0.000,0.0000,0.0636,0.0000,1.0000,0.5000,1.0000,0.0000
7.826,Upwind,5.976,0.000,5.976,0.000,3.691,3.691,9.209,0.001,0.000,0.455,0.000,0.0000,0.0637,0.0000,1.0000,0.5000,1.0000,0.0000
8.024,Upwind,6.990,0.000,6.990,0.000,3.691,3.691,10.494,0.001,0.000,0.455,0.000,0.0000,0.0637,0.0000,1.0000,0.5000,1.0000,0.0000
8.227,Upwind,8.136,0.000,8.136,0.000,3.691,3.691,11.778,0.001,0.000,0.455,0.000,0.0000,0.0636,0.0000,1.0000,0.5000,1.0000,0.0000
8.432,Upwind,9.526,0.000,9.526,0.000,3.692,3.692,13.061,0.001,0.000,0.454,0.000,0.0000,0.0636,0.0000,1.0000,0.5000,1.0000,0.0000
8.636,Upwind,10.947,0.000,10.947,0.000,3.692,3.692,14.344,0.001,0.000,0.454,0.000,0.0000,0.0635,0.0000,1.0000,0.5000,1.0000,0.0000
8.828,Upwind,12.500,0.000,12.500,0.000,3.692,3.692,15.625,0.001,0.000,0.454,0.000,0.0000,0.0635,0.0000,1.0000,0.5000,1.0000,0.0000
9.035,Upwind,14.184,0.000,14.184,0.000,3.692,3.692,16.905,0.002,0.000,0.453,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
9.229,Upwind,16.001,0.000,16.001,0.000,3.693,3.693,18.184,0.002,0.000,0.453,0.000,0.0000,0.0633,0.0000,1.0000,0.5000,1.0000,0.0000
9.433,Upwind,17.948,0.000,17.948,0.000,3.693,3.693,19.462,0.002,0.000,0.452,0.000,0.0000,0.0633,0.0000,1.0000,0.5000,1.0000,0.0000
9.632,Upwind,20.027,0.000,20.027,0.000,3.693,3.693,20.738,0.002,0.000,0.452,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
9.830,Upwind,22.238,0.000,22.238,0.000,3.694,3.694,22.014,0.002,0.000,0.451,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
10.037,Upwind,24.579,0.000,24.579,0.000,3.694,3.694,23.288,0.002,0.000,0.451,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
10.229,Upwind,27.052,0.000,27.052,0.000,3.695,3.695,24.561,0.002,0.000,0.450,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
10.431,Upwind,29.656,0.000,29.656,0.000,3.695,3.695,25.833,0.003,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
10.629,Upwind,32.390,0.000,32.390,0.000,3.696,3.696,27.103,0.003,0.000,0.449,0.000,0.0000,0.0627,0.0000,1.0000,0.5000,1.0000,0.0000
10.828,Upwind,35.011,0.000,35.011,0.000,3.696,3.696,28.372,0.003,0.000,0.448,0.000,0.0000,0.0626,0.0000,1.0000,0.5000,1.0000,0.0000
11.036,Upwind,38.250,0.000,38.250,0.000,3.697,3.697,29.640,0.003,0.000,0.447,0.000,0.0000,0.0625,0.0000,1.0000,0.5000,1.0000,0.0000
11.231,Upwind,41.376,0.000,41.376,0.000,3.698,3.698,30.907,0.004,0.000,0.446,0.000,0.0000,0.0624,0.0000,1.0000,0.5000,1.0000,0.0000
11.429,Upwind,44.632,0.000,44.632,0.000,3.698,3.698,32.172,0.004,0.000,0.445,0.000,0.0000,0.0622,0.0000,1.0000,0.5000,1.0000,0.0000
11.634,Upwind,48.018,0.001,48.018,0.001,3.699,3.699,33.435,0.004,0.000,0.444,0.000,0.0000,0.0621,0.0000,1.0000,0.5000,1.0000,0.0000
11.831,Upwind,51.534,0.001,51.534,0.001,3.700,3.700,34.697,0.004,0.000,0.443,0.000,0.0000,0.0620,0.0000,1.0000,0.5000,1.0000,0.0000
12.031,Upwind,55.180,0.001,55.180,0.001,3.701,3.701,35.958,0.004,0.000,0.442,0.000,0.0000,0.0618,0.0000,1.0000,0.5000,1.0000,0.0000
12.224,Upwind,58.636,0.001,58.636,0.001,3.702,3.702,37.217,0.005,0.000,0.441,0.000,0.0000,0.0616,0.0000,1.0000,0.5000,1.0000,0.0000
12.432,Upwind,62.860,0.001,62.860,0.001,3.703,3.703,38.474,0.005,0.000,0.440,0.000,0.0000,0.0614,0.0000,1.0000,0.5000,1.0000,0.0000
12.630,Upwind,66.894,0.001,66.894,0.001,3.703,3.704,39.730,0.005,0.000,0.438,0.000,0.0000,0.0613,0.0000,1.0000,0.5000,1.0000,0.0000
12.835,Upwind,71.058,0.001,71.058,0.001,3.705,3.705,40.984,0.005,0.000,0.437,0.000,0.0000,0.0611,0.0000,1.0000,0.5000,1.0000,0.0000
13.039,Upwind,75.350,0.001,75.350,0.001,3.706,3.706,42.237,0.006,0.000,0.436,0.000,0.0000,0.0608,0.0000,1.0000,0.5000,1.0000,0.0000
13.230,Upwind,79.771,0.001,79.771,0.001,3.707,3.707,43.487,0.006,0.000,0.434,0.000,0.0000,0.0606,0.0000,1.0000,0.5000,1.0000,0.0000
13.433,Upwind,84.320,0.001,84.320,0.001,3.708,3.708,44.736,0.006,0.000,0.433,0.000,0.0000,0.0604,0.0000,1.0000,0.5000,1.0000,0.0000
13.628,Upwind,88.998,0.002,88.998,0.002,3.709,3.709,45.984,0.006,0.000,0.431,0.000,0.0000,0.0602,0.0000,1.0000,0.5000,1.0000,0.0000
13.832,Upwind,93.804,0.002,93.804,0.002,3.710,3.711,47.229,0.007,0.000,0.429,0.000,0.0000,0.0599,0.0000,1.0000,0.5000,1.0000,0.0000
14.024,Upwind,98.322,0.002,98.322,0.002,3.712,3.712,48.369,0.007,0.000,0.428,0.000,0.0000,0.0597,0.0000,1.0000,0.5000,1.0000,0.0000
14.238,Upwind,103.800,0.002,103.800,0.002,3.713,3.713,49.714,0.008,0.000,0.426,0.000,0.0000,0.0594,0.0000,1.0000,0.5000,1.0000,0.0000
14.426,Upwind,108.553,0.002,108.553,0.002,3.715,3.715,50.953,0.008,0.001,0.423,0.000,0.0000,0.0591,0.0000,1.0000,0.5000,1.0000,0.0000
14.630,Upwind,114.307,0.002,114.307,0.002,3.717,3.717,52.190,0.009,0.001,0.421,0.000,0.0000,0.0588,0.0000,1.0000,0.5000,1.0000,0.0000
14.830,Upwind,119.751,0.003,119.751,0.003,3.719,3.719,53.425,0.009,0.001,0.419,0.000,0.0000,0.0584,0.0000,1.0000,0.5000,1.0000,0.0000
15.032,Upwind,125.322,0.003,125.322,0.003,3.720,3.720,54.658,0.010,0.001,0.417,0.000,0.0000,0.0581,0.0000,1.0000,0.5000,1.0000,0.0000
15.233,Upwind,131.020,0.003,131.020,0.003,3.722,3.722,55.888,0.010,0.001,0.414,0.000,0.0000,0.0577,0.0000,1.0000,0.5000,1.0000,0.0000
15.430,Upwind,136.844,0.003,136.844,0.003,3.724,3.724,57.117,0.010,0.001,0.412,0.000,0.0000,0.0574,0.0000,1.0000,0.5000,1.0000,0.0000
15.626,Upwind,142.294,0.004,142.294,0.004,3.726,3.726,58.342,0.011,0.001,0.409,0.000,0.0000,0.0570,0.0000,1.0000,0.5000,1.0000,0.0000
15.836,Upwind,148.871,0.004,148.871,0.004,3.729,3.729,59.566,0.011,0.001,0.406,0.000,0.0000,0.0566,0.0000,1.0000,0.5000,1.0000,0.0000
16.029,Upwind,155.074,0.004,155.074,0.004,3.731,3.731,60.787,0.010,0.001,0.403,0.000,0.0000,0.0562,0.0000,1.0000,0.5000,1.0000,0.0000
16.227,Upwind,160.869,0.004,160.869,0.004,3.732,3.732,62.005,0.009,0.001,0.401,0.000,-0.0001,0.0559,0.0000,1.0000,0.5000,1.0000,0.0000
16.430,Upwind,167.854,0.005,167.854,0.005,3.734,3.734,63.222,0.008,0.001,0.399,0.000,-0.0001,0.0556,0.0000,1.0000,0.5000,1.0000,0.0000
16.623,Upwind,173.879,0.005,173.879,0.005,3.736,3.736,64.335,0.009,0.001,0.397,0.000,-0.0001,0.0553,0.0000,1.0000,0.5000,1.0000,0.0000
16.826,Upwind,180.572,0.006,180.572,0.006,3.737,3.737,65.548,0.009,0.001,0.395,0.000,-0.0001,0.0550,0.0000,1.0000,0.5000,1.0000,0.0000
17.025,Upwind,187.389,0.006,187.389,0.006,3.739,3.739,66.758,0.009,0.002,0.392,0.000,-0.0001,0.0547,0.0000,1.0000,0.5000,1.0000,0.0000
17.236,Upwind,194.915,0.006,194.915,0.006,3.741,3.741,68.067,0.009,0.002,0.390,0.000,-0.0001,0.0543,0.0000,1.0000,0.5000,1.0000,0.0000
17.425,Upwind,201.396,0.007,201.396,0.007,3.743,3.743,69.273,0.009,0.002,0.387,0.000,-0.0001,0.0540,0.0000,1.0000,0.5000,1.0000,0.0000
17.632,Upwind,209.191,0.007,209.191,0.007,3.745,3.745,70.476,0.009,0.002,0.385,0.000,-0.0001,0.0537,0.0000,1.0000,0.5000,1.0000,0.0000
17.823,Upwind,215.899,0.008,215.899,0.008,3.746,3.746,71.577,0.010,0.002,0.383,0.000,-0.0001,0.0534,0.0000,1.0000,0.5000,1.0000,0.0000
18.030,Upwind,223.961,0.008,223.961,0.008,3.749,3.749,72.876,0.010,0.002,0.380,0.000,-0.0001,0.0530,0.0000,1.0000,0.5000,1.0000,0.0000
18.227,Upwind,230.896,0.009,230.896,0.009,3.750,3.750,74.072,0.010,0.002,0.378,0.000,-0.0001,0.0526,0.0000,1.0000,0.5000,1.0000,0.0000
18.433,Upwind,239.225,0.010,239.225,0.010,3.752,3.752,75.267,0.010,0.003,0.375,0.000,-0.0001,0.0523,0.0000,1.0000,0.5000,1.0000,0.0000
18.633,Upwind,247.041,0.010,247.041,0.010,3.754,3.754,76.458,0.010,0.003,0.373,0.000,-0.0001,0.0519,0.0000,1.0000,0.5000,1.0000,0.0000
18.823,Upwind,254.313,0.011,254.313,0.011,3.756,3.756,77.549,0.010,0.003,0.370,0.000,-0.0001,0.0516,0.0000,1.0000,0.5000,1.0000,0.0000
19.033,Upwind,263.040,0.012,263.040,0.012,3.758,3.758,78.835,0.010,0.003,0.367,0.000,-0.0001,0.0512,0.0000,1.0000,0.5000,1.0000,0.0000
19.227,Upwind,270.536,0.012,270.536,0.012,3.760,3.760,80.019,0.010,0.003,0.365,0.000,-0.0001,0.0508,0.0000,1.0000,0.5000,1.0000,0.0000
19.424,Upwind,278.831,0.013,278.831,0.013,3.763,3.763,81.201,0.011,0.003,0.362,0.000,-0.0001,0.0504,0.0000,1.0000,0.5000,1.0000,0.0000
19.632,Upwind,287.953,0.014,287.953,0.014,3.765,3.765,82.381,0.011,0.004,0.359,0.000,-0.0001,0.0500,0.0000,1.0000,0.5000,1.0000,0.0000
19.830,Upwind,296.500,0.015,296.500,0.015,3.767,3.767,83.558,0.011,0.004,0.357,0.000,-0.0001,0.0497,0.0000,1.0000,0.5000,1.0000,0.0000
20.030,Upwind,305.169,0.016,305.169,0.016,3.769,3.769,84.733,0.011,0.004,0.354,0.000,-0.0002,0.0493,0.0000,1.0000,0.5000,1.0000,0.0000
20.232,Upwind,313.957,0.017,313.957,0.017,3.771,3.771,85.905,0.011,0.004,0.351,0.000,-0.0002,0.0489,0.0000,1.0000,0.5000,1.0000,0.0000
20.432,Upwind,322.867,0.018,322.867,0.018,3.773,3.773,87.075,0.011,0.004,0.348,0.000,-0.0002,0.0485,0.0000,1.0000,0.5000,1.0000,0.0000
20.625,Upwind,331.139,0.019,331.139,0.019,3.776,3.776,88.242,0.011,0.005,0.345,0.000,-0.0002,0.0481,0.0000,1.0000,0.5000,1.0000,0.0000
20.830,Upwind,341.046,0.020,341.046,0.020,3.778,3.778,89.406,0.011,0.005,0.343,0.000,-0.0002,0.0477,0.0000,1.0000,0.5000,1.0000,0.0000
21.026,Upwind,349.538,0.021,349.538,0.021,3.780,3.780,90.568,0.012,0.005,0.340,0.000,-0.0002,0.0473,0.0000,1.0000,0.5000,1.0000,0.0000
21.226,Upwind,358.916,0.023,358.916,0.023,3.782,3.782,91.631,0.012,0.005,0.337,0.000,-0.0002,0.0469,0.0000,1.0000,0.5000,1.0000,0.0000
21.425,Upwind,368.414,0.024,368.414,0.024,3.785,3.785,92.787,0.012,0.006,0.334,0.000,-0.0002,0.0465,0.0000,1.0000,0.5000,1.0000,0.0000
21.628,Upwind,378.837,0.025,378.837,0.025,3.787,3.787,93.942,0.012,0.006,0.331,0.000,-0.0002,0.0460,0.0000,1.0000,0.5000,1.0000,0.0000
21.831,Upwind,388.582,0.027,388.582,0.027,3.789,3.789,95.189,0.012,0.006,0.328,0.000,-0.0002,0.0456,0.0000,1.0000,0.5000,1.0000,0.0000
22.023,Upwind,397.619,0.028,397.619,0.028,3.792,3.792,96.242,0.012,0.007,0.325,0.000,-0.0002,0.0452,0.0000,1.0000,0.5000,1.0000,0.0000
