time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
0.333,Upwind,1.385,0.000,1.308,0.000,3.691,3.691,1.077,0.002,0.000,0.454,0.000,0.0000,0.0636,0.0000,0.1667,0.5000,1.0000,0.0000
0.434,Upwind,1.510,0.000,1.433,0.000,3.691,3.691,2.922,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.2170,0.5000,1.0000,0.0000
0.615,Upwind,1.787,0.000,1.710,0.000,3.691,3.691,2.950,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.3073,0.5000,1.0000,0.0000
0.813,Upwind,2.094,0.000,2.017,0.000,3.691,3.691,2.995,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.4067,0.5000,1.0000,0.0000
1.005,Upwind,2.380,0.000,2.303,0.000,3.691,3.691,3.054,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.5023,0.5000,1.0000,0.0000
1.206,Upwind,2.698,0.000,2.622,0.000,3.691,3.691,3.133,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.6029,0.5000,1.0000,0.0000
1.412,Upwind,3.054,0.000,2.978,0.000,3.691,3.691,3.234,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.7060,0.5000,1.0000,0.0000
1.609,Upwind,3.396,0.000,3.319,0.000,3.691,3.691,3.360,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.8044,0.5000,1.0000,0.0000
1.802,Upwind,3.722,0.000,3.645,0.000,3.691,3.691,3.517,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.9010,0.5000,1.0000,0.0000
2.015,Upwind,4.127,0.000,4.050,0.000,3.691,3.691,3.727,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
2.209,Upwind,4.524,0.000,4.447,0.000,3.691,3.691,3.965,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
2.411,Upwind,4.949,0.000,4.872,0.000,3.691,3.691,4.225,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
2.603,Upwind,5.367,0.000,5.290,0.000,3.691,3.691,4.562,0.000,0.000,0.450,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
2.809,Upwind,5.902,0.000,5.826,0.000,3.691,3.691,4.961,0.000,0.000,0.451,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
3.002,Upwind,6.398,0.000,6.321,0.000,3.691,3.691,5.431,0.000,0.000,0.451,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
3.214,Upwind,7.041,0.000,6.964,0.000,3.691,3.691,6.030,0.000,0.000,0.451,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
3.410,Upwind,7.699,0.000,7.622,0.000,3.691,3.691,6.617,0.000,0.000,0.452,0.000,0.0000,0.0633,0.0000,1.0000,0.5000,1.0000,0.0000
3.603,Upwind,8.365,0.000,8.288,0.000,3.691,3.691,7.348,0.000,0.000,0.452,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
