time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
0.000,Upwind,0.365,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0022,0.0000,0.1253,0.5000,1.0000,1.0000
0.196,Upwind,0.365,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0316,0.0000,0.0273,0.5000,1.0000,1.0000
0.396,Upwind,0.365,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0617,0.0000,0.0000,0.5000,1.0000,1.0000
0.592,Upwind,0.365,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.0000,0.5000,1.0000,1.0000
0.800,Upwind,0.365,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.0216,0.5000,1.0000,0.0000
0.993,Upwind,0.365,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.1182,0.5000,1.0000,0.0000
1.193,Upwind,0.365,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.2183,0.5000,1.0000,0.0000
1.400,Upwind,0.365,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.3218,0.5000,1.0000,0.0000
1.586,Upwind,0.365,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.4148,0.5000,1.0000,0.0000
1.798,Upwind,0.365,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.5206,0.5000,1.0000,0.0000
1.985,Upwind,0.365,0.000,0.000,0.000,3.691,3.691,0.000,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.6145,0.5000,1.0000,0.0000
2.200,Upwind,0.365,0.000,0.000,0.000,3.691,3.691,0.002,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.7217,0.5000,1.0000,0.0000
2.394,Upwind,0.366,0.000,0.001,0.000,3.691,3.691,0.011,0.000,0.000,0.449,0.000,0.0000,0.0628,0.0000,0.8185,0.5000,1.0000,0.0000
2.589,Upwind,0.368,0.000,0.003,0.000,3.691,3.691,0.028,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.9162,0.5000,1.0000,0.0000
2.796,Upwind,0.372,0.000,0.007,0.000,3.691,3.691,0.056,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
2.986,Upwind,0.380,0.000,0.015,0.000,3.691,3.691,0.097,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.187,Upwind,0.394,0.000,0.029,0.000,3.691,3.691,0.153,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.396,Upwind,0.414,0.000,0.049,0.000,3.691,3.691,0.227,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.593,Upwind,0.443,0.000,0.078,0.000,3.691,3.691,0.323,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.796,Upwind,0.483,0.000,0.118,0.000,3.691,3.691,0.443,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
3.995,Upwind,0.537,0.000,0.172,0.000,3.691,3.691,0.593,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
