time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
1.721,Upwind,0.800,0.000,0.606,0.000,3.691,3.691,2.709,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.0000,0.5000,1.0000,1.0000
1.922,Upwind,0.976,0.000,0.782,0.000,3.693,3.693,0.670,0.046,0.000,0.359,0.000,0.0000,0.0338,0.0000,0.0000,0.5000,1.0000,1.0000
2.112,Upwind,0.981,0.000,0.786,0.000,3.707,3.707,0.043,0.033,0.000,0.321,0.000,0.0000,0.0589,0.0000,0.0000,0.5000,1.0000,1.0000
2.319,Upwind,0.978,0.000,0.784,0.000,3.694,3.694,0.079,-0.126,0.000,0.460,0.000,0.0000,0.0720,0.0000,0.0000,0.5000,1.0000,1.0000
2.521,Upwind,0.978,0.000,0.783,0.000,3.679,3.679,0.003,-0.005,0.000,0.491,0.000,0.0000,0.0660,0.0000,0.0000,0.5000,1.0000,1.0000
2.722,Upwind,0.978,0.000,0.784,0.000,3.685,3.685,0.027,0.045,0.000,0.453,0.000,0.0000,0.0602,0.0000,0.0000,0.5000,1.0000,1.0000
2.921,Upwind,0.979,0.000,0.784,0.000,3.692,3.692,0.010,0.017,0.000,0.438,0.000,0.0000,0.0620,0.0000,0.0000,0.5000,1.0000,1.0000
3.122,Upwind,0.978,0.000,0.784,0.000,3.692,3.692,0.007,-0.010,0.000,0.448,0.000,0.0000,0.0635,0.0000,0.0000,0.5000,1.0000,1.0000
3.307,Upwind,0.978,0.000,0.784,0.000,3.690,3.690,0.004,-0.006,0.000,0.453,0.000,0.0000,0.0634,0.0000,0.0000,0.5000,1.0000,1.0000
3.512,Upwind,0.978,0.000,0.784,0.000,3.690,3.690,0.002,0.003,0.000,0.451,0.000,0.0000,0.0628,0.0000,0.0000,0.5000,1.0000,1.0000
