time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
1.963,Upwind,0.708,0.000,0.708,0.000,3.691,3.691,2.641,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.0000,0.5000,1.0000,1.0000
2.159,Upwind,0.889,0.000,0.889,0.000,3.693,3.693,0.742,0.042,0.000,0.367,0.000,0.0000,0.0346,0.0000,0.0000,0.5000,1.0000,1.0000
2.350,Upwind,0.895,0.000,0.895,0.000,3.706,3.706,0.032,0.054,0.000,0.308,0.000,0.0000,0.0554,0.0000,0.0000,0.5000,1.0000,1.0000
2.556,Upwind,0.892,0.000,0.892,0.000,3.695,3.695,0.074,-0.125,0.000,0.455,0.000,0.0000,0.0720,0.0000,0.0000,0.5000,1.0000,1.0000
2.760,Upwind,0.892,0.000,0.892,0.000,3.679,3.679,0.014,-0.011,0.000,0.491,0.000,0.0000,0.0664,0.0000,0.0233,0.5000,1.0000,0.0000
2.961,Upwind,0.893,0.000,0.893,0.000,3.685,3.685,0.027,0.044,0.000,0.454,0.000,0.0000,0.0603,0.0000,0.1238,0.5000,1.0000,0.0000
3.155,Upwind,0.893,0.000,0.893,0.000,3.692,3.692,0.011,0.018,0.000,0.438,0.000,0.0000,0.0619,0.0000,0.2204,0.5000,1.0000,0.0000
3.350,Upwind,0.893,0.000,0.893,0.000,3.692,3.692,0.005,-0.008,0.000,0.446,0.000,0.0000,0.0633,0.0000,0.3179,0.5000,1.0000,0.0000
3.552,Upwind,0.893,0.000,0.893,0.000,3.690,3.690,0.004,-0.006,0.000,0.452,0.000,0.0000,0.0633,0.0000,0.4191,0.5000,1.0000,0.0000
3.759,Upwind,0.893,0.000,0.893,0.000,3.690,3.690,0.009,0.003,0.000,0.450,0.000,0.0000,0.0628,0.0000,0.5224,0.5000,1.0000,0.0000
3.948,Upwind,0.895,0.000,0.895,0.000,3.691,3.691,0.024,0.002,0.000,0.448,0.000,0.0000,0.0627,0.0000,0.6168,0.5000,1.0000,0.0000
4.152,Upwind,0.899,0.000,0.899,0.000,3.691,3.691,0.053,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.7189,0.5000,1.0000,0.0000
4.361,Upwind,0.907,0.000,0.907,0.000,3.691,3.691,0.094,-0.001,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.8238,0.5000,1.0000,0.0000
4.550,Upwind,0.919,0.000,0.919,0.000,3.691,3.691,0.144,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.9183,0.5000,1.0000,0.0000
4.748,Upwind,0.937,0.000,0.937,0.000,3.691,3.691,0.215,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
4.954,Upwind,0.968,0.000,0.968,0.000,3.691,3.691,0.316,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
5.158,Upwind,1.007,0.000,1.007,0.000,3.691,3.691,0.435,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,1.0000,0.5000,1.0000,0.0000
5.347,Upwind,1.055,0.000,1.055,0.000,3.691,3.691,0.570,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.565,Upwind,1.131,0.000,1.131,0.000,3.691,3.691,0.766,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.752,Upwind,1.214,0.000,1.214,0.000,3.691,3.691,0.988,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,1.0000,0.5000,1.0000,0.0000
5.959,Upwind,1.340,0.000,1.340,0.000,3.691,3.691,1.257,0.000,0.000,0.450,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
6.148,Upwind,1.475,0.000,1.475,0.000,3.691,3.691,1.549,0.000,0.000,0.450,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
