time_s,leg,north_m,east_m,along_m,cross_m,agl_ft,altitude_ft,speed_kts,vertical_speed_fps,heading_deg,pitch_deg,roll_deg,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,flaps_cmd,gear_cmd,brake_cmd
0.203,Upwind,0.194,0.000,0.083,0.000,3.691,3.691,1.680,0.000,0.000,0.454,0.000,0.0000,0.0633,0.0000,0.0108,0.5000,1.0000,0.0000
0.396,Upwind,0.388,0.000,0.277,0.000,3.691,3.691,2.238,0.001,0.000,0.451,0.000,0.0000,0.0629,0.0000,0.1071,0.5000,1.0000,0.0000
0.584,Upwind,0.640,0.000,0.529,0.000,3.691,3.691,2.559,0.001,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.2013,0.5000,1.0000,0.0000
0.791,Upwind,0.918,0.000,0.807,0.000,3.691,3.691,2.776,0.000,0.000,0.450,0.000,0.0000,0.0629,0.0000,0.3049,0.5000,1.0000,0.0000
0.998,Upwind,1.236,0.000,1.125,0.000,3.691,3.691,2.890,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.4082,0.5000,1.0000,0.0000
1.196,Upwind,1.519,0.000,1.407,0.000,3.691,3.691,3.050,0.000,0.000,0.449,0.000,0.0000,0.0629,0.0000,0.5073,0.5000,1.0000,0.0000
1.400,Upwind,1.843,0.000,1.732,0.000,3.691,3.691,3.232,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.6091,0.5000,1.0000,0.0000
1.593,Upwind,2.189,0.000,2.077,0.000,3.691,3.691,3.454,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.7056,0.5000,1.0000,0.0000
1.801,Upwind,2.592,0.000,2.481,0.000,3.691,3.691,3.723,0.000,0.000,0.450,0.000,0.0000,0.0630,0.0000,0.8098,0.5000,1.0000,0.0000
2.001,Upwind,2.997,0.000,2.885,0.000,3.691,3.691,4.044,0.000,0.000,0.450,0.000,0.0000,0.0631,0.0000,0.9096,0.5000,1.0000,0.0000
2.188,Upwind,3.400,0.000,3.289,0.000,3.691,3.691,4.426,0.000,0.000,0.451,0.000,0.0000,0.0631,0.0000,1.0000,0.5000,1.0000,0.0000
2.391,Upwind,3.882,0.000,3.771,0.000,3.691,3.691,4.836,0.000,0.000,0.451,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
2.587,Upwind,4.415,0.000,4.303,0.000,3.691,3.691,5.404,0.000,0.000,0.451,0.000,0.0000,0.0632,0.0000,1.0000,0.5000,1.0000,0.0000
2.795,Upwind,5.007,0.000,4.895,0.000,3.691,3.691,6.016,0.000,0.000,0.452,0.000,0.0000,0.0633,0.0000,1.0000,0.5000,1.0000,0.0000
2.993,Upwind,5.667,0.000,5.556,0.000,3.691,3.691,6.659,0.000,0.000,0.452,0.000,0.0000,0.0633,0.0000,1.0000,0.5000,1.0000,0.0000
3.199,Upwind,6.406,0.000,6.295,0.000,3.691,3.691,7.527,0.000,0.000,0.453,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
3.398,Upwind,7.235,0.000,7.123,0.000,3.691,3.691,8.440,0.000,0.000,0.453,0.000,0.0000,0.0635,0.0000,1.0000,0.5000,1.0000,0.0000
3.587,Upwind,8.164,0.000,8.053,0.000,3.691,3.691,9.467,0.000,0.000,0.454,0.000,0.0000,0.0635,0.0000,1.0000,0.5000,1.0000,0.0000
3.782,Upwind,9.114,0.000,9.003,0.000,3.691,3.691,10.513,0.001,0.000,0.454,0.000,0.0000,0.0636,0.0000,1.0000,0.5000,1.0000,0.0000
3.989,Upwind,10.373,0.000,10.262,0.000,3.691,3.691,11.876,0.001,0.000,0.455,0.000,0.0000,0.0637,0.0000,1.0000,0.5000,1.0000,0.0000
4.192,Upwind,11.672,0.000,11.561,0.000,3.692,3.692,13.159,0.001,0.000,0.455,0.000,0.0000,0.0636,0.0000,1.0000,0.5000,1.0000,0.0000
4.387,Upwind,13.103,0.000,12.992,0.000,3.692,3.692,14.442,0.001,0.000,0.454,0.000,0.0000,0.0635,0.0000,1.0000,0.5000,1.0000,0.0000
4.596,Upwind,14.666,0.000,14.554,0.000,3.692,3.692,15.723,0.001,0.000,0.454,0.000,0.0000,0.0635,0.0000,1.0000,0.5000,1.0000,0.0000
4.785,Upwind,16.360,0.000,16.249,0.000,3.692,3.692,17.003,0.001,0.000,0.454,0.000,0.0000,0.0635,0.0000,1.0000,0.5000,1.0000,0.0000
4.992,Upwind,18.186,0.000,18.075,0.000,3.692,3.692,18.176,0.001,0.000,0.453,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
5.183,Upwind,19.976,0.000,19.865,0.000,3.693,3.693,19.453,0.001,0.000,0.453,0.000,0.0000,0.0634,0.0000,1.0000,0.5000,1.0000,0.0000
